id,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,address,web
careerlink3,https://www.careerlink.vn//tim-viec-lam/ky-su-thi-cong-he-thong-dieu-hoa-khong-khi-khi-sach/2990238?source=site,Kỹ Sư Thi Công Hệ Thống Điều Hòa Không Khí & Khí Sạch,Công ty TNHH TM & DV Hòa Lan,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-tm-dv-hoa-lan/191944,2024-11-06 12:11:13.023,2024-12-07 12:11:13.023,900.00,1,Nhân viên,Kỹ thuật ứng dụng / Cơ khí,"Kỹ thuật ứng dụng / Cơ khí, Điện / Điện tử, Điện lạnh / Nhiệt lạnh",,"CÔNG TY TNHH TM-DV HÒA LAN, 284/41/12, Lý Thu?ng Ki?t, Phu?ng 14, Qu?n 10, TP H? Chí Minh., Các ngày trong tu?n t? Th? Hai t?i Th? B?y: Ngh? Ch? Nh?t., - Sáng: 08h00-12h00, - Chi?u: 13h00-17h00 ( Ngh? chi?u th? 7), - Ðu?c dóng BHXH, BHYT, BHTN và hu?ng d?y d? các quy?n l?i theo Lu?t Lao d?ng Vi?t Nam., - Tham gia các ho?t d?ng sinh ho?t t?p th?, teambuilding cùng Công ty (Du l?ch hàng nam, t? thi?n, sinh nh?t)., - Môi tru?ng làm vi?c tr? trung, nang d?ng chuyên nghi?p., - H? th?ng quy trình tác nghi?p rõ ràng, nhi?u co h?i thang ti?n d?a trên nang l?c., - Các quy?n l?i chi ti?t khác trao d?i lúc ph?ng v?n., + Ð? xu?t và th?ng nh?t v?i qu?n lý k? thu?t gi?i pháp k? thu?t thi công cho d? án, + Tri?n khai h? so thi công d? án theo quy trình c?a công ty:, - Tri?n khai shop, bóc kh?i lu?ng shop, d?t hàng, - L?p ti?n d? thi công và tri?n khai và qu?n lý ti?n d? thi công cho th?u ph?, - Các ch? d? báo cáo cho Ch? d?u tu và qu?n lý k? thu?t n?i b?, - Hoàn công d?t và thanh toán d?t v?i Ch? d?u tu, - Hoàn công d?t và thanh toán d?t v?i th?u ph?, - Hoàn công và quy?t toán d? án, - Báo cáo thu ho?ch sau khi bàn giao d? án dua vào s? d?ng cho ch? d?u tu, + Báo cáo theo ch? d? báo cáo c?a Công ty, + Các công vi?c khác theo s? phân công c?a qu?n lý k? thu?t., - Luong c?nh tranh : 20-> 25 tri?u / Tháng (Gross)., - Ho?c th?a thu?n theo nang l?c.","- T?t nghi?p CÐ/ÐH. chuyên ngành công ngh? nhi?t ho?c nhi?t l?nh., - S? d?ng du?c: Các ph?n m?m thi?t k? chuyên ngành, ph?n m?m Autocad, Revit d? tri?n khai shop combine trong thi công cung nhu thi?t k?, - Ðã t?ng thi công các d? án di?u hòa không khí, khí s?ch là m?t l?i th?.",Hồ Chí Minh,"Qu?n 10,",CareerLink
careerlink30,https://www.careerlink.vn//tim-viec-lam/urgent-nhan-vien-bep-banh/2990308?source=site,Urgent - Nhân Viên Bếp Bánh,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:13:02.397,2024-12-07 12:13:02.397,0.00,0,Nhân viên,Nhà hàng / Dịch vụ ăn uống,"Nhà hàng / Dịch vụ ăn uống, Khách sạn",,"- Làm các công vi?c c?a b?p bánh t? so ch? d?n thành ph?m., - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
careerlink31,https://www.careerlink.vn//tim-viec-lam/truong-phong-marketing-thu-nhap-tu-40-60-trieu/2981677?source=site,TRƯỞNG PHÒNG MARKETING (THU NHẬP TỪ 40 - 60 TRIỆU),CÔNG TY TNHH CÁNH ĐỒNG VÀNG,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-canh-dong-vang/171644,2024-11-06 12:13:03.717,2024-11-29 12:13:03.717,2000.00,2,Quản lý / Trưởng phòng,Quảng cáo / Khuyến mãi / Đối ngoại,"Quảng cáo / Khuyến mãi / Đối ngoại, Tiếp thị","Du l?ch ngh? mát theo quy d?nh c?a công ty. Ch? d? BHYT, BHXH, BHTN theo quy d?nh. B?o hi?m s?c kh?e cao c?p dành cho nhân viên. Khám s?c kh?e d?nh k? hàng nam. Ðu?c xét tang luong 1-2 l?n trong nam. Môi tru?ng làm vi?c hòa d?ng, thân thi?n","- Xây d?ng chi?n lu?c và chuong trình hành d?ng marketing phù h?p., - Xác l?p ngân sách, ngu?n l?c th?c hi?n k? ho?ch marketing phù h?p., - Thi?t l?p các công c? truy?n thông, qu?ng bá s?n ph?m t?i uu., - Phân tích, dánh giá hi?u qu? c?a marketing dóng góp vào doanh thu., - Xây d?ng, duy trì và phát tri?n m?i quan h? v?i các d?i tác ti?p th?, truy?n thông., - L?p k? ho?ch thi?t k? và qu?ng bá t?i uu các ?n ph?m truy?n thông., - Các công vi?c di?u hành hi?u qu? ho?t d?ng c?a phòng Marketing., - Th? 2 - Th? 6: 7h30 d?n 16h30, - Th? 7: 7h30 d?n 11h30","- T?t nghi?p d?i h?c tr? lên chuyên ngành Marketing và qu?n tr? kinh doanh., - Có ít nh?t 3 nam làm vi?c v? trí TP Marketing, - Có kh? nang l?p k? ho?ch, giám sát, tri?n khai, - K? nang lãnh d?o, giao ti?p, thuy?t trình, x? lý tình hu?ng t?t",Hồ Chí Minh,"Thành Ph? Th? Ð?c,",CareerLink
careerlink32,https://www.careerlink.vn//tim-viec-lam/quan-ly-chi-nhanh/2990134?source=site,Quản Lý Chi Nhánh,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:05.983,2024-12-07 12:13:05.983,0.00,1,Quản lý / Trưởng phòng,Dịch vụ khách hàng,"Dịch vụ khách hàng, Khác","T?ng thu nh?p h?p d?n t? 20-50 tri?u. Tham gia d?y d? ch? d? BHXH theo lu?t lao d?ng, luong thu?ng các d?p L?, T?t;. Ðu?c dào t?o toàn di?n các k? nang chuyên môn;","1.Nghiên c?u th? tru?ng & M?i quan h? khách hàng:, - Thi?t l?p và duy trì m?i quan h? d?i n?i/ ngo?i ch?t ch? liên quan d?n quá trình ho?t d?ng kinh doanh, tu v?n bán hàng, cham sóc khách hàng, ti?p nh?n ý ki?n và ph?n h?i k?p th?i, - Duy trì và m? r?ng phát tri?n m?i quan h? v?i khách hàng hi?n có - Ph? bi?n và tri?n khai các ?n ph?m t?i co s?, - Tham gia g?p g?, ti?p xúc khách hàng ti?m nang: Ð? gi?i thi?u, chào bán s?n ph?m/ d?ch v?, tìm hi?u nhu c?u c?a khách hàng, - M?i khách hàng t?i “LGS” ho?c tham d? các s? ki?n d? khách hàng có co h?i tr?i nghi?m và dánh giá v? s?n ph?m/ d?ch v?, 2. Doanh thu:, - Thuc hi?n k? ho?ch và ch?u trách nhi?m ch? tiêu kinh doanh tháng/ quý/ nam theo s? phân b? c?a công ty, - Ch?u trách nhi?m thúc d?y doanh s? s?n ph?m bán l?, - Tri?n khai các chuong trình khuy?n mãi c?a công ty m?t cách hi?u qu?, - Ð? xu?t các chuong trình khuy?n mãi, chính sách uu dãi d?n khách hàng theo t?ng khu v?c/ vùng, 3. Ki?m soát chi phí và Ki?m soát ch?t lu?ng s?n ph?m/ d?ch v?, 4. Qu?n lý nhân s?; S?p x?p l?ch làm & di?u chuy?n nhân s? (n?u có)","- Có ít nh?t 02 nam kinh nghi?m ? v? trí tuong duong trong linh v?c làm d?p, - Có kh? nang lãnh d?o, qu?n lý nhóm t?t, tinh th?n trách nhi?m, - Có kh? nang giao ti?p, dào t?o, gi?i quy?t v?n d?, x? lí tình hu?ng nhanh, - Ch?u du?c áp l?c cao, ch? d?ng trong công vi?c, Th?i gian làm vi?c: Ngh? 1 ngày trong tu?n tr? T7, CN, - Ngày thu?ng: Ca 1. 08:30 – 19:00, Ca 2. 12:00 – 20:00, - Th? 7, Ch? nh?t: 08:45 – 20:30 Ho?c linh ho?t th?i gian theo tình hình khách hàng",Hồ Chí Minh,"Qu?n 10, Qu?n Gò V?p, Qu?n Tân Phú,",CareerLink
careerlink33,https://www.careerlink.vn//tim-viec-lam/nhan-vien-telesale/2990135?source=site,NHÂN VIÊN TELESALE,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:07.093,2024-12-07 12:13:07.093,560.00,0,Nhân viên,Tư vấn,Tư vấn,"Ðu?c hu?ng các ch? d? phúc l?i theo n?i quy, quy ch? c?a Công ty (tham quan, ngh? mát, luong thu?ng, ngh? l? T?t…), tháng, quý, nam, thu?ng nhân viên xu?t s?c, ý tu?ng d?t phá,…. Chính sách thu?ng da d?ng: Thu?ng hi?u qu? công vi?c, thu?ng nóng, thu?ng tháng, quý. Luong tháng 13","1. Công vi?c chính:, - G?i di?n tu v?n d?ch v?, gi?i dáp th?c m?c c?a KH v? s?n ph?m, d?ch v?, - G?i di?n CSKH sau d?ch v?, tu v?n upsale, - Tìm hi?u nhu c?u c?a khách hi?n t?i, ti?n hành tu v?n, gi?i dáp các th?c m?c c?a khách hàng và thuy?t ph?c khách hàng, ch?t don hàng., - Thu th?p thông tin khách hàng, c?p nh?t vào co s? d? li?u giúp vi?c quan tâm cham sóc khách hàng d? dàng hon., - Qu?n lý thông tin khách hàng, luu tr? l?ch s? cu?c g?i v?i khách hàng sau m?i giao d?ch k?t thúc., - S?n sàng ti?p nh?n cu?c g?i t? khách hàng d? tu v?n, gi?i dáp th?c m?c v? s?n ph?m, d?ch v? cho khách hàng và x? lý khi?u n?i k?p th?i (n?u có)., - Thu?ng xuyên theo dõi báo cáo k?t qu? công vi?c và liên t?c c?i thi?n k? nang, d?m b?o ch? tiêu doanh s? cam k?t., - Ph?i h?p v?i các nhân viên kinh doanh và nhân viên các phòng ban khác d? d?t m?c tiêu kinh doanh., - Báo cáo c?p trên v? ti?n d? và k?t qu? kinh doanh hàng tu?n., 2. Công vi?c khác, - T? qu?n lý và ch?u trách nhi?m v? tài s?n du?c giao., - Tham gia d?y d? các chuong trình dào t?o/hu?n luy?n theo quy d?nh; thu?ng xuyên t? h?c h?i, trau d?i ki?n th?c, k? nang chuyên môn d? hoàn thành t?t công vi?c., - Báo cáo cho C?p trên khi phát hi?n hành vi vi ph?m n?i quy lao d?ng, quy trình, quy d?nh ho?c các hành vi khác có th? gây thi?t h?i cho Công ty., - Th?c hi?n các công vi?c phát sinh theo phân công c?a C?p trên., * Th?i gian làm vi?c (Xoay ca), Ca 1: 8h30-17h30, Ca 2: 11h00-20h00","- S? d?ng co b?n vi tính van phòng;, - Gi?ng nói d? nghe, không nói ng?ng nói l?p, - Nhanh nh?n, ch? d?ng, c?u ti?n, - K? nang ch?t sale, x? lý t? ch?i, thuy?t ph?c, - Uu tiên có kinh nghi?m ít nh?t t? 1-2 nam tr? lên th?c chi?n v? trí Telesale, ho?c call Center ( Minh phúc, Hoa Sao, Viettel, FPT ho?c t?ng làm Tele ch?t don online, Uu tiên t?ng làm Spa, Th?m m?, phòng khám chuyên khoa, da khoa...",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink34,https://www.careerlink.vn//tim-viec-lam/giam-doc-marketing/2990137?source=site,Giám Đốc Marketing,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:08.397,2024-12-07 12:13:08.397,0.00,2,Giám đốc,Quảng cáo / Khuyến mãi / Đối ngoại,"Quảng cáo / Khuyến mãi / Đối ngoại, Chăm sóc sức khỏe / Y tế, Tiếp thị","Voucher 1.000.000d/tháng. Team Building. Thu?ng hi?u qu? công vi?c, thu?ng nóng, thu?ng tháng, quý","- M?nh v? Digital Marketing, có kh? nang th?c chi?n, am hi?u các n?n t?ng Google, SEO, Facebook, Tiktok, Zalo, xây d?ng website, trade Marketing, - Thu?ng xuyên theo dõi xu hu?ng th? tru?ng làm d?p, th?m m? d? di?u hu?ng ho?t d?ng Marketing c?a doanh nghi?p hi?u qu?, - Xây d?ng chi?n lu?c Marketing phù h?p v?i chi?n lu?c và m?c tiêu t?ng th? c?a công ty, - Tham gia xây d?ng và giám sát th?c hi?n k? ho?ch Marketing c?a các phòng ban, d?m b?o s? ph?i h?p nh?p nhàng gi?a các phòng ban ch?c nang, - Làm vi?c v?i giám d?c các b? ph?n khác d? cùng th?ng nh?t chi?n lu?c phù h?p cho ho?t d?ng kinh doanh nói chung và Marketing nói riêng, - Lên k? ho?ch và giám sát vi?c th?c hi?n các chi?n d?ch Marketing, do lu?ng t? l? hoàn thành m?c tiêu c?a chi?n d?ch, - Xây d?ng m?ng lu?i d?i tác, - Tìm ki?m và phát tri?n d?i ngu chuyên viên Marketing, - Giám sát và hu?ng d?n d?i ngu Media ho?t d?ng hi?u qu? (lên k?ch b?n, quay d?ng video, lên content…), - Xây d?ng KPI công vi?c c?a phòng Marketing và các nhân s? trong phòng, - Xây d?ng và theo dõi báo cáo các ch? s? do lu?ng d? hi?u qu? c?a Marketing: M?c doanh thu do Marketing dóng góp vào t?ng doanh thu, Chi phí trên m?t khách hàng, T? l? chuy?n d?i t? Lead sang khách hàng, T? l? chuy?n d?i t? Traffic sang Lead, T? l? chuy?n d?i và chi phí trên m?t khách hàng ti?m nang c?a t?ng kênh (organic, social,..)…, - Các ch? s? v? m?c d? nh?n di?n thuong hi?u (s? lu?ng fan trên các kênh social, lu?ng mention, lu?ng engage, lu?ng reach, s? lu?ng tìm ki?m v? thuong hi?u, ch?t lu?ng c?a các mention…)","- T?t nghi?p Ð?i h?c tr? lên chuyên ngành Qu?n tr? kinh doanh, Truy?n thông, Marketing ho?c các linh v?c tuong t?., - Có kinh nghi?m ? v? trí Giám d?c Marketing ho?c các v? trí tuong t?, - Có ki?n th?c Marketing dày d?n, bài b?n. Có kinh nghi?m xây d?ng chi?n lu?c Marketing ? m?i khía c?nh (performance, branding, phân ph?i,...), - Có kh? nang qu?n lý Media, - Có ki?n th?c ch?c ch?n v? các phuong pháp nghiên c?u th? tru?ng, phân tích d? li?u, - Hi?u bi?t v? các khía c?nh khác c?a ho?t d?ng kinh doanh, - Có tu duy sáng t?o, d?t phá nhung cung có d?u óc phân tích s?c s?o, - K? nang giao ti?p xu?t s?c, - Chi tiêu ngân sách l?n, - Qu?n lý nhóm t? 15-20 ngu?i, - Có kh? nang dào t?o nhân s?, - Có kh? nang t? ch?c event (n?u c?n)",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink35,https://www.careerlink.vn//tim-viec-lam/giam-doc-chi-nhanh/2990138?source=site,GIÁM ĐỐC CHI NHÁNH,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:09.537,2024-12-07 12:13:09.537,5000.00,2,Giám đốc,Quản lý điều hành,"Quản lý điều hành, Bán hàng / Kinh doanh","Thu?ng tháng 13, l? t?t, sinh nh?t.... Chính sách thu?ng nóng, thu?ng tu?n, thu?ng tháng...","- Qu?n lý và ch?u trách nhi?m chung tình hình ho?t d?ng, v?n hành c?a Chi nhánh theo quy d?nh c?a Công ty., - Ch?u trách nhi?m v? doanh s? t?ng KPI c?a chi nhánh Little Garden Spa t? BGÐ dua ra và d?m b?o hoàn thành doanh s? KPI cho toàn chi nhánh mình ph? trách., - L?p k? ho?ch kinh doanh, d?nh hu?ng phát tri?n h? th?ng chi nhánh Spa và tham v?n v?i Ban Giám Ð?c v? các phuong th?c tri?n khai. Tri?n khai th?c hi?n các ho?t d?ng kinh doanh theo chi?n lu?c c?a Công ty d? d?t hi?u qu? cao nh?t., - Ph?i h?p v?i phòng Marketing d? dua ra chi?n lu?c qu?ng cáo, truy?n thông, ti?p c?n khách hàng m?i hi?u qu?., - Theo dõi k?t qu? làm vi?c (ch?t lu?ng d?ch v?, doanh thu, quy trình) c?a Chi nhánh d? dua ra hu?ng h? tr? k?p th?i, dánh giá nang l?c c?a t?ng chi nhánh d? di?u ch?nh, b? sung nhân s? cho phù h?p chi?n lu?c phát tri?n chung c?a Công ty, - Giám sát s?n ph?m, quy trình và d?ng c? s? d?ng trong spa nh?m d?m b?o m?c tiêu t?i da hóa l?i nhu?n., - Ph?i h?p v?i các b? ph?n liên quan d?m b?o Spa luôn dáp ?ng các tiêu chu?n v? sinh, an toàn và trang thi?t b? luôn trong tình tr?ng ho?t d?ng t?t., - Ch?u trách nhi?m l?p k? ho?ch và th?c hi?n các ho?t d?ng cham sóc khách hàng, gi?i quy?t nh?ng v?n d? liên quan d?n khách hàng: khi?u n?i, cham sóc sau d?ch v? và các v?n d? phát sinh ., - Ki?m soát quy trình làm vi?c c?a nhân viên thu ngân d? d?m b?o ti?n doanh thu du?c qu?n lý ch?t ch? theo quy trình, hàng hóa luôn ki?m soát v? s? lu?ng, h?n s? d?ng an toàn theo quy d?nh, - Ph?i h?p Phòng Nhân s? trong công tác tuy?n d?ng và dào t?o nhân viên, - Xây d?ng, duy trì và phát tri?n van hóa doanh nghi?p, t?o ra môi tru?ng làm vi?c nang d?ng, t?o d?ng l?c d? thúc d?y nhân viên làm vi?c hi?u qu?., - Có trách nhi?m phát tri?n s?n ph?m m?i phù h?p theo tình hình th? tru?ng., - Các công vi?c khác theo ch? d?o tr?c ti?p c?a T?ng Giám Ð?c., * Quy?n l?i, - Thu nh?p c?nh tranh v?i m?c trên th? tru?ng;, - Tham gia d?y d? ch? d? BHXH theo Lu?t lao d?ng, Luong thu?ng các, d?p L?, T?t;, - Ðu?c dào t?o toàn di?n các k? nang chuyên môn;, - Môi tru?ng làm vi?c tr? trung, nang d?ng, thân thi?n, - T?ng thu nh?p: lên d?n trên 50.000.000/ tháng, - S? lu?ng c?n tuy?n: 3, - Lo?i hình công vi?c: Toàn th?i gian, Kinh nghi?m / K? nang chi ti?t, - Ðã t?ng qu?n lý Spa, th?m m? vi?n ho?c kinh nghi?m Qu?nlý tuong duong","- Có kinh nghi?m dào t?o, hu?n luy?n v? chuyên môn, nghi?p v? cho Nhân viên toàn chi nhánh: dào t?o, hu?n luy?n k? thu?t chuyên môn - k? nang ti?p c?n và cham sóc khách hàng... nhân viên m?i và dào t?o nâng cao nghi?p v? cho Nhân viên t?i Chi nhánh mình qu?n lý., - Am hi?u v? chuyên môn, nghi?p v?, - Có kh? nang t? ch?c, l?p k? ho?ch th?c hi?n và di?u hành công vi?c., - Có kh? nang làm vi?c v?i cu?ng d? và áp l?c cao., - Ch?u trách nhi?m v? d?t du?c doanh s? KPI",Hồ Chí Minh,"Qu?n 3,",CareerLink
careerlink36,https://www.careerlink.vn//tim-viec-lam/intern-marketing-content-event/2990139?source=site,"Intern Marketing (Content, event)",HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:10.650,2024-12-07 12:13:10.650,100.00,0,Sinh viên / Thực tập sinh,Báo chí / Biên tập viên / Xuất bản,Báo chí / Biên tập viên / Xuất bản,"Ðu?c h? tr? 2-3tr d?ng/tháng và thu?ng (n?u có). H? tr? dóng m?c, xác nh?n k?t qu? th?c t?p. Có co h?i du?c tr? thành nhân viên chính th?c sau khi k?t thúc th?c t?p. Ðu?c ti?p xúc v?i môi tru?ng làm d?p, TMV/Spa","- H? tr? dang bài lên các trang m?ng xã h?i c?a công ty, - Ðu?c hu?ng d?n cách vi?t content, - H? tr? book KOLs, so?n h?p d?ng, h?n l?ch quay, - Ðu?c quay v?i team s?n xu?t, - H? tr? làm vi?c v?i các d?i tác s?n xu?t, in ?n, trình ký gi?y t?, - Làm vi?c theo di?u ph?i c?a c?p trên tr?c ti?p","- Sinh viên nam 3 ho?c nam cu?i, có mong mu?n tìm don v? th?c t?p d? trao d?i thêm kinh nghi?m, - Ch?u h?c h?i trong khi di th?c t?p, - Nhanh nh?n, ch? d?ng trong công vi?c",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink37,https://www.careerlink.vn//tim-viec-lam/truong-nhom-kiem-soat-tuan-thu/2990140?source=site,Trưởng Nhóm Kiểm Soát Tuân Thủ,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:12.097,2024-12-07 12:13:12.097,1000.00,2,Trưởng nhóm / Giám sát,Khác,Khác,"T?ng thu nh?p: 15 – 25 tri?u + Thu?ng + KPI. Luong tháng 13. Chính sách thu?ng da d?ng: Thu?ng hi?u qu? công vi?c, thu?ng nóng, thu?ng tháng, quý. Ðu?c hu?ng các ch? d? phúc l?i theo n?i quy, quy ch? c?a Công ty (luong thu?ng, ngh? l? T?t...), tháng, quý, nam, thu?ng nhân viên xu?t s?c, ý tu?ng d?t phá,.... Môi tru?ng làm vi?c tr?, nang d?ng, chuyên nghi?p",,,Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink38,https://www.careerlink.vn//tim-viec-lam/truong-nhom-tuyen-dung/2990141?source=site,Trưởng Nhóm Tuyển Dụng,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:13.147,2024-12-07 12:13:13.147,800.00,2,Trưởng nhóm / Giám sát,Nhân sự,Nhân sự,"T?ng thu nh?p: 15-25tr + KPI. Luong tháng 13. Chính sách thu?ng da d?ng: Thu?ng hi?u qu? công vi?c, thu?ng nóng. Ðu?c hu?ng các ch? d? phúc l?i theo n?i quy, quy ch? c?a Công ty (tham quan, ngh? mát, luong thu?ng, ngh? l? T?t...), tháng, quý, nam, thu?ng nhân viên xu?t s?c, ý tu?ng d?t phá,.... Môi tru?ng làm vi?c tr?, nang d?ng, chuyên nghi?p. Ðu?c dào t?o, h?c t?p và nâng cao trình d?","1. Xây d?ng và tri?n khai k? ho?ch tuy?n d?ng theo nhu c?u phát tri?n nhân s?:, - Ti?p nh?n các nhu c?u tuy?n d?ng nhân s? c?a các b? ph?n trong Công ty, ch?u trách nhi?m di?u ph?i công vi?c tuy?n d?ng, bao g?m vi?c chu?n b? b?n Mô t? công vi?c; s?p x?p l?ch ph?ng v?n; thu th?p, c?p nh?t và qu?n lý h? so/d? li?u nhân viên m?i;... và các báo cáo liên quan d?n công tác tuy?n d?ng., - Tham gia vào vi?c dang tuy?n, tìm ki?m, ph?ng v?n và ch?n l?c các ?ng viên cho các v? trí trong Công ty theo s? phân công c?a Qu?n lí tr?c ti?p., - Ch? d?ng tìm ki?m, phát tri?n m?ng lu?i v?i các ?ng viên ti?m nang và tài nang trên th? tru?ng d? dáp ?ng nhu c?u tuy?n d?ng., - T? ch?c các ho?t d?ng phát tri?n ngu?n/kênh tuy?n d?ng thông qua các công c? ti?p c?n các tru?ng Cao d?ng/Ð?i h?c, trung tâm gi?i thi?u vi?c làm,... và các kênh tr?c tuy?n, m?ng xã h?i (Facebook, Zalo, Linkedin,..), - T?i uu hóa s? tr?i nghi?m ?ng viên qua cách tuong tác, ph?ng v?n, chia s? thông tin.. c?a nhân viên công ty d?i v?i ?ng viên qua các kênh tr?c ti?p và gián ti?p., 2. Qu?n lý, d?n d?t d?i nhóm ho?t d?ng hi?u qu?:, - Xây d?ng và dánh giá hi?u qu?, hi?u su?t, ch?t lu?ng làm vi?c (KPI) c?a các thành viên trong nhóm, - Ðào t?o, hu?ng d?n, d?ng viên, d?n d?t.. các thành viên thu?c nhóm nh?m nâng cao k? nang chuyên môn cung nhu t?o di?u ki?n h?c h?i cho các thành viên thu?c nhóm, 3. Th?c hi?n và báo cáo công vi?c theo s? phân công c?a Qu?n lí tr?c ti?p/BGÐ.",,Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink39,https://www.careerlink.vn//tim-viec-lam/truong-bo-phan-seeding/2990142?source=site,Trưởng Bộ Phận Seeding,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:14.620,2024-12-07 12:13:14.620,0.00,2,Trưởng nhóm / Giám sát,Khác,Khác,"T?ng thu nh?p: Th?a thu?n. Luong tháng 13. Chính sách thu?ng da d?ng: Thu?ng hi?u qu? công vi?c, thu?ng nóng, thu?ng tháng, quý. Ðu?c hu?ng các ch? d? phúc l?i theo n?i quy, quy ch? c?a Công ty (tham quan, ngh? mát, luong thu?ng, ngh? l? T?t...), tháng, quý, nam, thu?ng nhân viên xu?t s?c, ý tu?ng d?t phá,.... Môi tru?ng làm vi?c tr?, nang d?ng, chuyên nghi?p","- Phân tích d?i th? và l?p k? ho?ch công vi?c theo chuong trình, chi?n d?ch tháng, quý, nam., - Xây d?ng, qu?n tr?, phát tri?n c?ng d?ng trên n?n t?ng facebook và các n?n t?ng khác., - L?p k? ho?ch seeding, phân b? nhóm., - Bi?t cách di?u hu?ng c?ng d?ng b?ng content và x? lý kh?ng ho?ng truy?n thông., - Vi?t bài seeding hi?u qu? thu lu?ng tuong tác l?n, t?o ra các n?i dung viral trên các nhóm c?ng d?ng., - Qu?n lý, tuy?n d?ng và dào t?o d?i ngu seeding, ch?u trách nhi?m doanh s? c?a team. N?m rõ và báo cáo hi?u su?t hàng ngày c?a team và d? xu?t phuong án kh?c ph?c/c?i thi?n ch?t lu?ng., - Th?c hi?n nh?ng công vi?c khác theo ch? d?o c?a c?p trên.",,Hồ Chí Minh,"Qu?n 1,",CareerLink
