id,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,address,web
careerlink19,https://www.careerlink.vn//tim-viec-lam/winmart-nhan-vien-ban-hang_binh-thanh/2990209?source=site,[WinMart+] Nhân Viên Bán Hàng_Bình Thạnh,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-thuong-mai-tong-hop-wincommerce/372223,2024-11-06 12:11:34.467,2024-12-07 12:11:34.467,300.00,0,Nhân viên,Tư vấn,"Tư vấn, Lao động phổ thông, Bán hàng / Kinh doanh","Thu?ng KPI tháng/nam. Chuong trình thi dua n?i b? dành cho nhân viên. Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh.. Khám s?c kh?e hàng nam, BH s?c kh?e nâng cao. Ðu?c dào t?o và có l? trình thang ti?n lên nh?ng v? trí cao hon (C?a hàng phó, C?a hàng tru?ng...)","- Vinhomes Central Park, 720 Ðu?ng Ði?n Biên Ph?, Phu?ng 22, - 54 Hu?nh M?n Ð?t , Phu?ng 9, - 31/55 du?ng Ung Van Khiêm, P. 25, - 1/54 Thanh Ða, Phu?ng 27, - Chung cu Tru?ng Sa – Cù Lao Chà, S? 2-10 du?ng Tru?ng Sa, P.17, - Tòa nhà White House - Sunwah Pearl, 90 Nguy?n H?u C?nh, P. 22, - 31 Nguy?n Thu?ng Hi?n, P. 5, - T?ng tr?t Block B s? 4 Phan Chu Trinh, p. 12, - 372A No Trang Long, phu?ng 13, - CC The Manor - 91 Nguy?n H?u C?nh, P22, - Tu v?n, h? tr? khách hàng khi d?n c?a hàng mua s?m và tr?i nghi?m, - Trung bày, s?p x?p hàng hóa, d?m b?o qu?y k? g?n gàng, s?ch s?, - Thu?c hiê?n các nghi?p v? liên quan t?i nh?p/xu?t, ki?m kê hàng hóa (ki?m d?m, cân do, ...) và thu ngân, - Ð?m b?o hình ?nh và ch?t lu?ng d?ch v? c?a hàng theo tiêu chu?n, quy d?nh, - Ða nang, da nhi?m, linh ho?t theo s? phân công qu?n lý, *, - Toàn th?i gian 8 ti?ng: 6h00-14h30, 14h00-22h30,","- Nam/N? t? 18 - 40 tu?i, - Nhanh nh?n, yêu thích công vi?c bán l?, - S?c kh?e t?t, tháo vát, trách nhi?m, - Uu tiên có phuong ti?n di chuy?n, có th? nh?n vi?c ngay, - Có th? làm vi?c ca 8 gi?/ngày, - Uu tiên ?ng viên có th? nh?n vi?c ngay",Hồ Chí Minh,"Qu?n 2, Qu?n 9, Qu?n Bình Th?nh, Thành Ph? Th? Ð?c,",CareerLink
careerlink2,https://www.careerlink.vn//tim-viec-lam/leasing-executive-chuyen-vien-kinh-doanh-cho-thue-can-ho-dich-vu-va-van-phong/2979127?source=site,LEASING EXECUTIVE/ CHUYÊN VIÊN KINH DOANH (CHO THUÊ CĂN HỘ DỊCH VỤ VÀ VĂN PHÒNG),CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ MỘT CỬA QUỐC GIA,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-va-dau-tu-mot-cua-quoc-gia/224573,2024-11-06 12:11:11.577,2024-11-25 12:11:11.577,0.00,0,Nhân viên,Tư vấn,"Tư vấn, Bất động sản, Bán hàng / Kinh doanh",,"- Tìm ki?m khách hàng gi?i thi?u cho thuê can h? dich v?/ van phòng; Ch? d?ng trong vi?c tang doanh thu cho thuê., - Tìm ki?m, phát tri?n, và làm vi?c v?i các d?i lý m?t cách hi?u qu? d? cho thuê s?n ph?m., - Thuong lu?ng và dàm phán H?p d?ng thuê theo chính sách thuê du?c phê duy?t, - H? tr? khách hàng trong quá trình thuê can h? d?ch v?/van phòng., - Duy trì các m?i quan h? khách hàng hi?n có, d?ng th?i xây d?ng k? ho?ch tìm ki?m và m? r?ng m?ng lu?i khách hàng ti?m nang. S? d?ng các kênh giao ti?p khác nhau, bao g?m email, di?n tho?i, và m?ng xã h?i d? ti?p c?n và xây d?ng m?i quan h? v?i khách hàng, d?i tác., - Phát tri?n các ý tu?ng, phuong án kinh doanh và cham sóc khách hàng., - T?o co s? d? li?u khách hàng, c?p nh?t và luu tr?., - Cham sóc & gi?i quy?t các yêu c?u c?a khách hàng; c?i thi?n và nâng cao ch?t lu?ng ph?c v? nh?m gia tang s? hài lòng c?a khách hàng, d?ng th?i duy trì và nâng cao t? l? khai thác cho thuê., - Báo cáo công vi?c hàng tu?n, hàng tháng., - Nh?ng công vi?c khác theo s? phân công c?a qu?n lý tr?c ti?p., - Ðu?c dóng BHXH, BHYT, BHTN và hu?ng d?y d? các ch? d? c?a Lu?t Lao d?ng, các chính sách, phúc l?i tham h?i ?m dau, sinh nh?t, k? ni?m ngày cu?i, hi?u h?; các d?p l?; ngh? l? t?t., - Môi tru?ng làm vi?c t? Lãnh d?o d?n nhân viên d?u r?t tr? trung, nang d?ng và công b?ng., - Co h?i phát tri?n s? nghi?p b?n v?ng và d? cao các giá tr? Van hóa doanh nghi?p., - Ngh? l? theo quy d?nh nhà nu?c, - Ðu?c thu?ng doanh s? d?a trên doanh thu mang v? cho công ty.","- Ngo?i ng?: Ti?ng anh ho?c ti?ng trung, - T?t nghi?p Ð?i h?c, Cao d?ng chuyên ngành b?t k?., - Kinh nghi?m: 6 tháng – 1 kinh nghi?m (Uu tiên dã t?ng làm qua linh v?c cho thuê can h?/tòa nhà/van phòng/ du l?ch/ khách s?n), - Kh? nang giao ti?p t?t, t? tin khi giao ti?p v?i khách hàng., - S? d?ng thành th?o tin h?c van phòng: Word, Excel, …, - Có ki?n th?c co b?n v? marketing, social media..., - Nang d?ng, nhi?t tình, t?n tâm, ch? d?ng, dam mê công vi?c và có m?c tiêu rõ ràng., - K? nang phân tích và gi?i quy?t v?n d? t?t; Thuong th?o, gi?i quy?t tình hu?ng v?i Khách hàng., - Có kh? nang vi?t bài dang tin qu?ng cáo cho thuê trên Fanpage m?ng xã h?i, qu?n lý dang bài trên website; Kh? nang thuy?t ph?c cao., - Không ng?i di l?i; Tinh th?n hu?ng d?n m?c tiêu, t?p trung vào vi?c d?t và vu?t ch? tiêu.",Bình Dương,"Thành Ph? Thu?n An,",CareerLink
careerlink20,https://www.careerlink.vn//tim-viec-lam/winmart-cua-hang-truong_huyen-cu-chi-tp.hcm/2990210?source=site,[WinMart+] Cửa Hàng Trưởng_Huyện Củ Chi (Tp.HCM),CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-thuong-mai-tong-hop-wincommerce/372223,2024-11-06 12:11:35.783,2024-12-07 12:11:35.783,480.00,1,Trưởng nhóm / Giám sát,Dịch vụ khách hàng,"Dịch vụ khách hàng, Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ","Thu?ng KPI tháng/nam, thu?ng chuong trình thi dua n?i b? dành cho nhân viên. Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. Khám s?c kh?e hàng nam, b?o hi?m s?c kh?e m? r?ng dành cho nhân viên. L? trình dào t?o và thang ti?n lên nh?ng v? trí cao hon","Qu?n lý C?a hàng WinMart+ du?c phân công t?i huy?n C? Chi :, - Qu?n lý nhân s? làm vi?c t?i c?a hàng g?m dào t?o, s?p x?p l?ch làm vi?c, ki?m tra công vi?c, dánh giá nang l?c, gi?i quy?t xung d?t…, - N?m du?c toàn b? ho?t d?ng kinh doanh c?a c?a hàng (doanh thu, top sales, t? l? hàng hu?, hàng c?n date, h?t date, hàng t?n kho,…). Ð?t hàng, qu?n lý và di?u ph?i hàng hóa, liên h? v?i nhà cung c?p d? d?i tr? hàng khi c?n thi?t, nh?n hàng & Tranfer hàng gi?a các c?a hàng khi c?n., - Qu?n lý hàng t?n kho, theo dõi và d?m b?o vi?c ghi nh?n s? li?u hàng hóa nh?p, xu?t t?i c?a hàng dúng th?i di?m nh?p xu?t và tính chính xác c?a vi?c ghi nh?n s? li?u. Xây d?ng phuong án gi?m thi?u th?t thoát hàng hóa t?i c?a hàng., - Qu?n lý doanh s? c?a hàng g?m theo dõi, ki?m tra, phân tích & xác d?nh các lý do tang gi?m doanh s?, xác d?nh các phuong pháp tang doanh s? t?i c?a hàng., - T? ch?c ho?t d?ng bán hàng và cham sóc khách hàng. Ph?i h?p v?i phòng Marketing và các phòng ban khác d? d?m b?o ho?t d?ng t?i c?a hàng du?c thu?n l?i., - Ð?m b?o nhân viên luôn ph?c v? t?t v?i d?ch v? và gi?i quy?t t?t nh?ng khi?u n?i c?a khách hàng., - Th?c hi?n các nhi?m v? khác theo ch? d?o và phân công c?a Qu?n lý kinh doanh vùng.","- T?i thi?u 1 nam kinh nghi?m ? v? trí qu?n lý trong ngành bán l?, chu?i c?a hàng ti?n l?i, siêu th?, các công ty ngành hàng tiêu dùng nhanh, - T?t nghi?p t? Cao d?ng tr? lên, - Có k? nang giao ti?p, giám sát và gi?i quy?t v?n d?, ra quy?t d?nh, k? nang dào t?o, hu?ng d?n nhân viên, t? tin, nang d?ng, - Có s?c kh?e t?t, ch?u du?c áp l?c công vi?c., - Có kh? nang làm vi?c nhóm và d?c l?p, - Tin h?c van phòng t?t",Hồ Chí Minh,"Huy?n C? Chi,",CareerLink
careerlink21,https://www.careerlink.vn//tim-viec-lam/toan-quoc-chuyen-vien-tu-van-tai-chinh-kenh-hop-tac-ngan-hang-vpbank/2981908?source=site,[Toàn Quốc] Chuyên Viên Tư Vấn Tài Chính - Kênh hợp tác ngân hàng VPBank,"AIA (Vietnam) Life Insurance Co., Ltd.",https://www.careerlink.vn//viec-lam-cua/aia-vietnam-life-insurance-co.-ltd./375158,2024-11-06 12:12:50.060,2024-11-29 12:12:50.060,340.00,1,Nhân viên,Ngân hàng / Chứng khoán,"Ngân hàng / Chứng khoán, Bảo hiểm, Bất động sản","Ðu?c di du l?ch 2-3 l?n trong 1 nam.. Th? cham sóc s?c kh?e.. Ipad h? tr? công vi?c.. Làm vi?c linh d?ng, ngh? phép có luong. Môi tru?ng làm vi?c ngân hàng Top d?u","- Xây d?ng m?i quan h? và ph?i h?p v?i Nhân viên Ngân hàng d? ti?p c?n ngu?n Khách hàng t? Ngân Hàng Ð?i tác c?a AIA, tu v?n và gi?i thi?u các gi?i pháp tài chính và chuong trình B?o hi?m phù h?p d?n Khách hàng., - Xây d?ng m?i quan h? v?i Khách hàng, h? tr?, hu?ng d?n và cham sóc Khách hàng chu dáo. Th?c hi?n các yêu c?u gi?i quy?t quy?n l?i b?o hi?m, dóng phí tái t?c, bán thêm, bán chéo, - Ghi nh?n thông tin Khách hàng ti?m nang trên h? th?ng, theo dõi, c?p nh?t ti?n d? tu v?n và cham sóc khách hàng cho Qu?n lý tr?c ti?p và chi nhánh ngân hàng., - Ph?i h?p v?i Qu?n lý tr?c ti?p lên ý tu?ng và tham gia xây d?ng k? ho?ch kinh doanh theo t?ng giai do?n., - Theo sát k? ho?ch kinh doanh theo ti?n d? tu?n, tháng, quý và báo cáo cho Qu?n lý và RM., - C?p nh?t các thông tin m?i v? s?n ph?m, quy trình, chuong trình Thi dua, khuy?n m?i d? ph?i h?p v?i Nhân viên Ngân hàng d? cùng ph?c v? Khách hàng., - Tham gia d?y d? các chuong trình dào t?o c?a Công ty d? nâng cao ki?n th?c và k? nang., - Ð?a di?m: ?ng viên du?c phân b? t?i các chi nhánh ho?c phòng giao d?ch phù h?p v?i noi ? c?a ?ng viên., - Th?i gian: 8AM – 5PM, Th? 2 – Th? 6","- T?t nghi?p Cao Ð?ng, Ð?i H?c tr? lên., - Uu tiên ?ng viên có kinh nghi?m t? 1 nam trong linh v?c: B?o hi?m, Tài chính, Ngân hàng, Bán hàng, Tu v?n cham sóc s?c kh?e,..., - T? 22 tu?i d?n 35 tu?i.",Hồ Chí Minh,"Qu?n Gò V?p, Qu?n Tân Bình, Huy?n C? Chi, Qu?n Tân Phú,",CareerLink
careerlink22,https://www.careerlink.vn//tim-viec-lam/quan-ly-san-xuat-tieng-hoa/2990232?source=site,Quản Lý Sản Xuất ( Tiếng Hoa ),SUNNY OPTICAL TECHNOLOGY CO.LTP,https://www.careerlink.vn//viec-lam-cua/sunny-optical-technology-co.ltp/381213,2024-11-06 12:12:52.497,2024-12-07 12:12:52.497,760.00,2,Trưởng nhóm / Giám sát,Biên phiên dịch / Thông dịch viên,"Biên phiên dịch / Thông dịch viên, Quản lý điều hành, Sản xuất / Vận hành sản xuất","M?c dóng b?o hi?m cao, theo quy d?nh. Xét tang luong d?nh k? hàng nam. Co h?i dào t?o bài b?n v? nghi?p v?. Môi tru?ng làm vi?c chuyên nghi?p, thân thi?n","- Phân b? nhi?m v? công vi?c h?p lý theo k? ho?ch s?n xu?t, nâng cao hi?u qu? s?n xu?t, c?i thi?n ch?t lu?ng s?n ph?m., - Duy trì k? lu?t công vi?c và tr?t t? làm vi?c trong s?n xu?t, ki?m soát chi phí lao d?ng và v?t tu, nâng cao ch?t lu?ng s?n ph?m, gi?m thi?u t?n th?t v?t li?u trong quá trình s?n xu?t, hoàn thành m?c tiêu s?n xu?t dúng th?i h?n., - Giám sát các phuong pháp v?n hành chu?n, d?m b?o an toàn và v? sinh t?i khu v?c s?n xu?t., - Ðáp ?ng k?p th?i v?i các s? c? s?n xu?t, phát hi?n v?n d? và theo dõi d? gi?i quy?t ngay l?p t?c.","- Ti?ng Trung 4 k? nang ( Nghe- nói- d?c- vi?t) thành th?o, d?t trình d? HSK 4-5, - Có ít nh?t 3 nam kinh nghi?m qu?n lý s?n xu?t, - Thành th?o các ph?n m?m van phòng nhu Excel, Word, - Uu tiên ?ng viên có kinh nghi?m làm trong công ty di?n t?.",Nghệ An,"Huy?n Nghi L?c,",CareerLink
careerlink23,https://www.careerlink.vn//tim-viec-lam/quan-ly-cua-hang-winmart-tp.hcm/2990211?source=site,Quản Lý Cửa Hàng WinMart+ Tp.HCM,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-thuong-mai-tong-hop-wincommerce/372223,2024-11-06 12:12:53.320,2024-12-07 12:12:53.320,480.00,1,Trưởng nhóm / Giám sát,Dịch vụ khách hàng,"Dịch vụ khách hàng, Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ","Thu?ng KPI tháng/nam, thu?ng chuong trình thi dua n?i b? dành cho nhân viên. Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. Khám s?c kh?e hàng nam, b?o hi?m s?c kh?e m? r?ng dành cho nhân viên. L? trình dào t?o và thang ti?n lên nh?ng v? trí cao hon","Qu?n lý C?a hàng Minimart (WinMart+/WiNlife) t?i H? Chí Minh theo phân công, - Qu?n lý nhân s? làm vi?c t?i c?a hàng g?m dào t?o, s?p x?p l?ch làm vi?c, ki?m tra công vi?c, dánh giá nang l?c, gi?i quy?t xung d?t…, - N?m du?c toàn b? ho?t d?ng kinh doanh c?a c?a hàng (doanh thu, top sales, t? l? hàng hu?, hàng c?n date, h?t date, hàng t?n kho,…). Ð?t hàng, qu?n lý và di?u ph?i hàng hóa, liên h? v?i nhà cung c?p d? d?i tr? hàng khi c?n thi?t, nh?n hàng & Tranfer hàng gi?a các c?a hàng khi c?n., - Qu?n lý hàng t?n kho, theo dõi và d?m b?o vi?c ghi nh?n s? li?u hàng hóa nh?p, xu?t t?i c?a hàng dúng th?i di?m nh?p xu?t và tính chính xác c?a vi?c ghi nh?n s? li?u. Xây d?ng phuong án gi?m thi?u th?t thoát hàng hóa t?i c?a hàng., - Qu?n lý doanh s? c?a hàng g?m theo dõi, ki?m tra, phân tích & xác d?nh các lý do tang gi?m doanh s?, xác d?nh các phuong pháp tang doanh s? t?i c?a hàng., - T? ch?c ho?t d?ng bán hàng và cham sóc khách hàng. Ph?i h?p v?i phòng Marketing và các phòng ban khác d? d?m b?o ho?t d?ng t?i c?a hàng du?c thu?n l?i., - Ð?m b?o nhân viên luôn ph?c v? t?t v?i d?ch v? và gi?i quy?t t?t nh?ng khi?u n?i c?a khách hàng., - Th?c hi?n các nhi?m v? khác theo ch? d?o và phân công c?a Qu?n lý kinh doanh vùng.","- T?i thi?u 1 nam kinh nghi?m ? v? trí qu?n lý trong ngành bán l?, chu?i c?a hàng ti?n l?i, siêu th?, các công ty ngành hàng tiêu dùng nhanh, - T?t nghi?p t? Cao d?ng tr? lên, - Có k? nang giao ti?p, giám sát và gi?i quy?t v?n d?, ra quy?t d?nh, k? nang dào t?o, hu?ng d?n nhân viên, t? tin, nang d?ng, - Có s?c kh?e t?t, ch?u du?c áp l?c công vi?c., - Có kh? nang làm vi?c nhóm và d?c l?p, - Tin h?c van phòng t?t",Đồng Nai,"Huy?n Nhon Tr?ch,",CareerLink
careerlink24,https://www.careerlink.vn//tim-viec-lam/sale-admin-tro-ly-kinh-doanh-tieng-anh-tieng-trung/2979129?source=site,SALE ADMIN (TRỢ  LÝ KINH DOANH) - Tiếng Anh/ Tiếng Trung,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ MỘT CỬA QUỐC GIA,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-va-dau-tu-mot-cua-quoc-gia/348172,2024-11-06 12:12:54.653,2024-11-25 12:12:54.653,0.00,0,Nhân viên,Thư ký / Hành chánh,"Thư ký / Hành chánh, Biên phiên dịch / Thông dịch viên, Bán hàng / Kinh doanh",,"- Ti?p nh?n m?i thông tin ph?n h?i t? khách hàng/d?i lý qua di?n tho?i, email, th?c hi?n vi?c check các thông tin và báo cáo qu?n lý tr?c ti?p., - H? tr? các th? t?c, h?p d?ng, gi?y t? khi khách hàng có yêu c?u h? tr?., - Theo dõi ti?n d?, c?p nh?t báo cáo cho thuê và làm các th? t?c sau cho thuê. H? tr? khách hàng trong quá trình thuê can h? d?ch v?/van phòng., - Cham sóc duy trì các m?i quan h? khách hàng hi?n có, d?ng th?i xây d?ng k? ho?ch tìm ki?m và m? r?ng m?ng lu?i khách hàng ti?m nang. S? d?ng các kênh giao ti?p khác nhau, bao g?m email, di?n tho?i, và m?ng xã h?i d? ti?p c?n và xây d?ng m?i quan h? v?i khách hàng, d?i tác., - Phát tri?n các ý tu?ng, phuong án cham sóc khách hàng., - Theo dõi tình tr?ng h?p d?ng, giao ti?p hàng ngày v?i khách hàng; gi?i quy?t v?n d? phát sinh v?i khách hàng; dánh giá khách hàng và x? lý các v?n d? liên quan d?n d?ch v? khách hàng., - Cham sóc & gi?i quy?t các yêu c?u c?a khách hàng; c?i thi?n và nâng cao ch?t lu?ng ph?c v? nh?m gia tang s? hài lòng c?a khách hàng, d?ng th?i duy trì và nâng cao t? l? khai thác cho thuê., - T?o co s? d? li?u khách hàng, c?p nh?t và luu tr?., - Chu?n b? các báo cáo phân tích k?t qu? kinh doanh, dua ra các nh?n xét và d? xu?t. Báo cáo công vi?c hàng tu?n, hàng tháng., - Nh?ng công vi?c khác theo s? phân công c?a qu?n lý tr?c ti?p, - Ðu?c dóng BHXH, BHYT, BHTN và hu?ng d?y d? các ch? d? c?a Lu?t Lao d?ng, các chính sách, phúc l?i tham h?i ?m dau, sinh nh?t, k? ni?m ngày cu?i, hi?u h?; các d?p l?; ngh? l? t?t., - Môi tru?ng làm vi?c t? Lãnh d?o d?n nhân viên d?u r?t tr? trung, nang d?ng và công b?ng., - Co h?i phát tri?n s? nghi?p b?n v?ng và d? cao các giá tr? Van hóa doanh nghi?p., - Ngh? l? theo quy d?nh nhà nu?c, - Ðu?c thu?ng doanh s? d?a trên doanh thu mang v? cho công ty., - Ðu?c dào t?o các ki?n th?c k? nang cham sóc khách hàng, ki?n th?c pháp lý co b?n trong m?ng cho thuê. Có co h?i làm vi?c tr?c ti?p v?i khách hàng cá nhân, doanh nghi?p","- Ngo?i ng?: Giao ti?p ti?ng Anh ho?c ti?ng Trung, - T?t nghi?p d?i h?c, cao d?ng chuyên ngành b?t k?., - Kinh nghi?m: 6 tháng – 1 kinh nghi?m (Uu tiên dã t?ng làm qua linh v?c cho thuê can h?/tòa nhà/van phòng/ du l?ch/ khách s?n), - Có kinh nghi?m telesale và cham sóc khách hàng. Gi?ng nói luu loát, không nói ng?ng, - Kh? nang giao ti?p t?t, t? tin khi giao ti?p v?i khách hàng., - S? d?ng thành th?o tin h?c van phòng., - Có ki?n th?c co b?n v? marketing, social media... Có kh? nang vi?t bài dang tin qu?ng cáo cho thuê trên Fanpage m?ng xã h?i, qu?n lý dang bài trên website, - Nang d?ng, nhi?t tình, t?n tâm, ch? d?ng, dam mê công vi?c và có m?c tiêu rõ ràng., - K? nang phân tích và gi?i quy?t v?n d? t?t; Thuong th?o, gi?i quy?t tình hu?ng v?i Khách hàng. K? nang thuy?t ph?c cao., - Không ng?i di l?i; Tinh th?n hu?ng d?n m?c tiêu, t?p trung vào vi?c d?t và vu?t ch? tiêu.",Bình Dương,"Thành Ph? Thu?n An,",CareerLink
careerlink25,https://www.careerlink.vn//tim-viec-lam/pattern-maker-nhan-vien-thiet-ke-rap/2990285?source=site,Pattern Maker (Nhân Viên Thiết Kế Rập),CÔNG TY TNHH ELITE APPARATECH,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-elite-apparatech/155580,2024-11-06 12:12:56.560,2024-12-07 12:12:56.560,0.00,1,Nhân viên,Sản xuất / Vận hành sản xuất,"Sản xuất / Vận hành sản xuất, Dệt may / Da giày",Thu?ng tháng 13. Ngh? 14 ngày phép nam. Xet tang luong hàng nam,"- Produce the specification sheets and sewing guidelines for each sample (size, number, style and explanation regarding the sewing), - Create tech pack for every product and sample from customers, - Make drawing for every product, - Create bills of material and update any new modification, - Make changes on tech-pack as required until approval, - Once approved, assist production departments in starting a new product.","- 1-2 years experience, - Excellent knowledge of drawing programs to create and modify pattern, work with QC department., - Solidworks Gerber, - Knowledge of garment industry, - Office information, - Good communication in English.",Đồng Nai,"Thành ph? Long Khánh,",CareerLink
careerlink26,https://www.careerlink.vn//tim-viec-lam/urgent-giam-sat-buong-phong/2990291?source=site,Urgent - Giám Sát Buồng Phòng,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:12:57.540,2024-12-07 12:12:57.540,0.00,1,Trưởng nhóm / Giám sát,Dịch vụ khách hàng,"Dịch vụ khách hàng, Khách sạn",,"- Ð?m b?o v? sinh phòng khách và các khu v?c công c?ng du?c duy trì s?ch s? và làm hài lòng khách hàng m?t cách t?i da theo các yêu c?u v? tiêu chu?n c?a khách s?n., - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
careerlink27,https://www.careerlink.vn//tim-viec-lam/nhan-vien-quay-che-bien-thuc-an-san-tai-sieu-thi-tops-market-au-co/2990287?source=site,Nhân Viên Quầy Chế Biến Thức Ăn Sẵn Tại Siêu Thị Tops Market Âu Cơ,Hệ Thống Đại Siêu Thị GO!/Big C Việt Nam,https://www.careerlink.vn//viec-lam-cua/khoi-ban-le-thuc-pham-go-big-c-tops-market-go/103089,2024-11-06 12:12:59.120,2024-12-07 12:12:59.120,230.00,0,Nhân viên,Lao động phổ thông,"Lao động phổ thông, Nhà hàng / Dịch vụ ăn uống, Bán hàng / Kinh doanh","Thu?ng theo quy d?nh công ty. B?o hi?m theo Lu?t Lao d?ng: B?o Hi?m Y T?, B?o Hi?m Xã H?i, B?o Hi?m Th?t Nghi?p. B?o Hi?m Tai N?n 24/24, B?o hi?m s?c kh?e cho b?n thân (tùy v? trí). Uu dãi mua s?m t?i h? th?ng. 15 ngày phép có luong /nam. Thu nh?p: Luong co b?n, Ph? c?p (an trua). Môi tru?ng làm vi?c hòa d?ng, thân thi?n","- H? tr? th? b?p chính trong vi?c chu?n b? nguyên li?u và ch? bi?n món an, - Th?c hi?n các công vi?c so ch?, c?t thái, r?a và làm s?ch nguyên li?u, - Duy trì v? sinh và s?ch s? khu v?c b?p, d?ng c? n?u an, - H? tr? s?p x?p và luu tr? th?c ph?m, nguyên li?u trong kho, - Ðón ti?p, tu v?n và ph?c v? khách hàng, - Trung bày hàng hóa dúng quy chu?n, - Thay d?i tem giá hàng ngày, Ki?m d?m hàng hóa, - V? sinh qu?y k? và hàng hóa, - Chia theo khu v?c, phân lo?i hàng hóa h?y, - Ðua hàng t? khu trung chuy?n d?n khu v?c trung bày hàng và khu v?c hàng khuy?n mãi, - Các nhi?m v? khác theo yêu c?u công vi?c và theo phân công c?a qu?n lý các c?p, Siêu Th? Tops market Âu Co - 685 Âu Co, phu?ng Tân Thành, qu?n Tân Phú, Thành ph? H? Chí Minh","- ?ng viên t? d? 18 tu?i tr? lên, - Có th? làm toàn th?i gian xoay ca 8 ti?ng/ngày (h?n ch? ngh? ca T7&CN), - Thái d? d?ch v? khách hàng t?t, nhanh nh?n, cham ch?, - CÓ TH? B?T Ð?U CÔNG VI?C NGAY, - Làm vi?c 44h/ tu?n, 1 ngày ngh? ca/ tu?n, - Ðu?c dào t?o và làm vi?c trong môi tru?ng chuyên nghi?p, - Ðu?c d?nh hu?ng và phát tri?n lên nh?ng v? trí cao hon",Hồ Chí Minh,"Qu?n Tân Phú,",CareerLink
careerlink28,https://www.careerlink.vn//tim-viec-lam/urgent-nhan-vien-giat-la/2990305?source=site,Urgent - Nhân Viên Giặt Là,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:13:00.157,2024-12-07 12:13:00.157,0.00,0,Nhân viên,Dịch vụ khách hàng,"Dịch vụ khách hàng, Khách sạn",,"- Th?c hi?n phân công công vi?c nhân viên gi?t là, - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
