id,address,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,web,EcoRegion,Region
tcv383,"- Hồ Chí Minh: 1c Nhóm CN3,  đường CN 10, KCN Tân Bình Phường Tây Thạnh, Tân Phú",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tai-ho-chi-minh-thu-nhap-tren-12-trieu/1525743.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Nhân Viên Kinh Doanh,Công ty TNHH thiết bị nhiệt Đình Hải,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thiet-bi-nhiet-dinh-hai/22034.html,2024-11-08 0:00,2024-11-08 0:00,480,0,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Sản xuất, Sales Kỹ thuật (Sales Engineer), Sản xuất khác, Bán hàng kỹ thuật cơ khí","•	Tham gia BHXH, BHYT, BHTN. •	Làm việc trong môi trường hiện đại, chuyên nghiệp, đồng nghiệp thân thiện, có tinh thần đội nhóm cao. •	Nâng cao kỹ năng nghiệp vụ, nhiều cơ hội thăng tiến và phát triển. •	Hưởng lương tháng 13 (tổng lương), thưởng các ngày nghỉ lễ, Tết .... •	Được tham gia các chương trình teambuilding, du lịch, sự kiện đoàn thể trong năm. •	Được hưởng các phúc lợi đa dạng từ chính sách công ty.. •	Đánh giá tăng lương định kỳ theo năng lực (1 năm 2 lần). . ",• Khai thác và tìm kiếm thông tin khách hàng từ nhiều kênh khác nhau để xây dựng hệ thống khách hàng tiềm năng.,"- Ưu tiên biết lái xe hơi vị trí kinh doanh, - Trình độ: Cao đẳng trở lên, -  Kinh doanh độ tuổi 1993 đến 1980, - Giới tính: Nam",Ho Chi Minh,TopCV,,
tcv384,#NAME?,https://www.topcv.vn/viec-lam/nhan-vien-bien-phien-dich-tieng-han-nhan-viec-ngay-tai-thanh-hoa/1515905.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Phiên Dịch Tiếng Hàn,CÔNG TY TNHH THN AUTOPARTS VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thn-autoparts-viet-nam/148047.html,2024-11-08 0:00,2024-11-08 0:00,700,1,Nhân viên,Tư vấn chuyên môn/Luật/Biên phiên dịch,"Tư vấn chuyên môn/Luật/Biên phiên dịch, Biên phiên dịch, Biên phiên dịch tiếng Hàn",,,,Thanh Hoa,TopCV,,
tcv385,#NAME?,https://www.topcv.vn/viec-lam/chuyen-vien-dao-tao-noi-bo-thu-nhap-10-den-15-trieu/1234225.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Chuyên Viên Đào Tạo Nội Bộ,CÔNG TY CP KINH DOANH VÀ PHÁT TRIỂN ĐỊA ỐC VIETSTARLAND,https://www.topcv.vn/cong-ty/cong-ty-cp-kinh-doanh-va-phat-trien-dia-oc-vietstarland/2158.html,2024-11-08 0:00,2024-11-08 0:00,500,2,Nhân viên,Nhân sự/Hành chính/Pháp chế,"Nhân sự/Hành chính/Pháp chế, Nhân sự, Đào tạo",,,,Ha Noi,TopCV,,
tcv386,"- Hà Nội: Tầng 4, 37 Bà Triệu, Hàng Bài, Hoàn Kiếm",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-du-lieu-va-khai-thac-thong-tin-data-analytics/1511125.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Quản Lý,CÔNG TY CỔ PHẦN CÔNG NGHỆ EC,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-ec/198199.html,2024-11-08 0:00,2024-11-08 0:00,0,3,Nhân viên,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Công nghệ Thông tin, Market Research and Analysis, Data Science, Data Analyst, Việc làm IT","- Mức lương: Mức lương cạnh tranh theo năng lực. - Thời gian làm việc:. - Khối Back office: 8h30-17h30 từ Thứ 2 đến Thứ 6, nghỉ Thứ 7, Chủ nhật, lễ Tết.. - Khối kinh doanh: linh hoạt theo tính chất công việc. - Làm việc trong môi trường năng động, chuyên nghiệp với nhiều dự án triển khai, có nhiều cơ hội thăng tiến.. - Hưởng đầy đủ quyền lợi theo Luật Lao động. - Khám sức khỏe định kì cho CBNV hàng năm.. - Thưởng Lễ Tết: Tháng lương 13 + Thưởng Theo kết quả kinh doanh của Công ty.. . . . . . . ","-	Phân tích dữ liệu, Phát triển ETL và triển khai các báo cáo BI (IBM Cognos, PowerBI, Tableau), -	Quản trị dữ liệu (Data Governance) của Eximbank, đảm bảo về tính bảo mật, nhất quán, khả dụng và toàn vẹn dữ liệu., -	Tổ chức quản lý metadata theo các chủ thể dữ liệu, giám sát quản trị và phân quyền truy cập metadata đảm bảo an toàn, bảo mật thông tin., -	Tổ chức thực hiện công tác hỗ trợ số liệu cho toàn hệ thống; công tác vận hành hệ thống báo cáo được phân công., -	Chủ động giải quyết các vấn đề liên quan đến hoạt động truy vấn số liệu hệ thống, vận hành các hệ thống báo cáo được phân công., -	Tham gia các dự án và dịch vụ thuê ngoài mảng CNTT liên quan đến các nghiệp vụ của chức năng QLDL&KTTT., -	Tổ chức xây dựng các cơ chế, chính sách, quy định, quy trình nghiệp vụ trọng yếu, phức tạp của đơn vị theo phân công., -	Các công việc khác theo sự phân công của cấp trên.","-	Độ tuổi: 25 – 35, -	Giới tính: Nam/Nữ, -	Tốt nghiệp đại học trở lên các chuyên ngành Công nghệ Thông tin, Toán - Tin, Kinh tế thống kê... hoặc chuyên môn nghiệp vụ tương tự, có liên quan., -	Bằng cấp/chứng chỉ chuyên môn: Ưu tiên các chứng chỉ về CNTT liên quan phân tích dữ liệu như: Google Data Analytics, AWS Data Analytics, IBM Data Analytics, Power BI..., -	Hiểu biết về lĩnh vực đảm nhận: Có kiến thức nâng cao về hệ thống thông tin Ngân hàng, hệ cơ sở dữ liệu Oracle, My SQL, có khả năng phân tích số liệu, nắm vững các nghiệp vụ ngân hàng như Tiền Gửi, Tiền Vay, Thanh toán quốc tế, chuyển tiền Swift..., -	Kinh nghiệm làm việc: Có tối thiểu 03 năm kinh nghiệm làm việc liên quan đến quản lý hệ thống thông tin, ưu tiên có kinh nghiệm triển khai các hệ thống báo cáo quản trị - MIS, Datawarehouse, CRM,..., -	Có khả năng giao tiếp (nói, viết) bằng tiếng Anh ở cấp độ tương đối thành thạo và đọc hiểu được các tài liệu chuyên môn có liên quan (tương đương IELTS 5.0, TOEIC 450...) hoặc có chứng chỉ nghề nghiệp chuyên sâu có liên quan công việc, được sử dụng phổ biến trên thị trường/ được quốc tế công nhận.",Ha Noi,TopCV,,
tcv387,#NAME?,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-bao-hiem-du-an-ocean-bank-tai-tp-ho-chi-minh/1529324.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Chuyên Viên Tư Vấn Bảo Hiểm,CÔNG TY TRÁCH NHIỆM HỮU HẠN BẢO HIỂM NHÂN THỌ MB AGEAS (MB AGEAS LIFE),https://www.topcv.vn/cong-ty/cong-ty-trach-nhiem-huu-han-bao-hiem-nhan-tho-mb-ageas-mb-ageas-life/199037.html,2024-11-08 0:00,2024-11-08 0:00,600,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Tài chính/Ngân hàng/Bảo hiểm, Tài chính/Ngân hàng/Bảo hiểm, Sales Tài chính/Ngân hàng/Bảo hiểm, Bảo hiểm, Tư vấn bảo hiểm",,,,Ho Chi Minh,TopCV,,
tcv388,"- Hà Nội: Tầng 2, khu văn phòng, tòa nhà N01 - T3 khu Ngoại Giao Đoàn, đường Hoàng Minh Thảo, Phường Xuân Tảo, Bắc Từ Liêm",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop-thu-nhap-tu-10-15-trieu/1529337.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Nhân Viên Kế Toán Tổng Hợp,Công ty TNHH Giải pháp mùi hương Eco Life Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-tnhh-giai-phap-mui-huong-eco-life-viet-nam/18567.html,2024-11-08 0:00,2024-11-08 0:00,500,1,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán tổng hợp","-	Sự kiện: Gắn kết đội ngũ theo đặc thù tổ chức hàng tháng. -	Được tham gia đầy đủ chế độ BHXH, BHTY, BHTN theo quy định pháp luật.. -	Cơ hội thăng tiến trong công việc, được tham gia các khóa đào tạo phát triển kỹ năng.. -	Môi trường làm việc trẻ trung, năng động và chuyên nghiệp.","-	Thực hiện công tác kế toán, ghi chép và kiểm tra số liệu kế toán., -	Lập báo cáo tài chính hàng tháng, quý và năm theo quy định., -	Theo dõi và xử lý các giao dịch tài chính, đảm bảo tính chính xác và đầy đủ., -	Thực hiện quyết toán thuế, bao gồm thuế GTGT, thuế TNDN, thuế TNCN và các loại thuế khác., -	Chuẩn bị hồ sơ, tài liệu cho các cuộc thanh tra, kiểm tra thuế., -	Phối hợp với các bộ phận liên quan để giải quyết các vấn đề về tài chính, kế toán., -	Cập nhật và thực hiện các quy định của pháp luật về thuế và kế toán., -	Hỗ trợ các công việc khác theo yêu cầu của cấp trên.","-	Trình độ học vấn: Tốt nghiệp từ Trung cấp trở lên, ưu tiên chuyên ngành Kế toán., -	Kỹ năng:, + Kỹ năng phân tích và xử lý số liệu tốt., -	Yêu cầu khác:, + Sử dụng thành thạo phần mềm kế toán và Ms office., + Có khả năng làm việc độc lập và làm việc nhóm., + Có khả năng giao tiếp tốt và có trách nhiệm trong công việc.",Ha Noi,TopCV,,
tcv389,#NAME?,https://www.topcv.vn/viec-lam/giam-sat-kho-phan-loai-bac-ninh-thu-nhap-phuc-loi-canh-tranh/1522165.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,,CÔNG TY TNHH SPX EXPRESS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-spx-express/158106.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Quản lý / Giám sát,Logistics/Thu mua/Kho/Tài xế,"Logistics/Thu mua/Kho/Tài xế, Kho vận, Trưởng kho/Giám sát kho",,,,Bac Ninh,TopCV,,
tcv390,"- Hà Nội: 122 Định Công, Hoàng Mai, Hà Nội, Hoàng Mai",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-xuat-khau-tieng-trung-thu-nhap-15-20tr-thu-viec-100-luong/1506011.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Chuyên Viên Kinh Doanh,Công Ty Cổ Phần Thực Phẩm Hữu Nghị,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuc-pham-huu-nghi/200857.html,2024-11-08 0:00,2024-11-08 0:00,700,2,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Logistics/Thu mua/Kho/Tài xế, Sales Xuất nhập khẩu/Logistics, Sales Logistics/Kinh doanh quốc tế","- Thử việc 2 tháng nhận 100% lương. - Mức lương: 15,000,000 VNĐ - 20,000,000 VNĐ (thoả thuận theo năng lực trong quá trình phỏng vấn);. - Lương tháng 13 + thưởng thành tích năm theo kết quả kinh doanh của công ty;. - Ăn trưa miễn phí tại bếp ăn công ty;. - Môi trường làm việc trẻ trung, năng động;. - Chính sách BHXH, BHYT theo Luật lao động;. - Có mức độ thăng tiến cao.","- Chăm sóc hệ thống khách hàng cũ, xây dựng kế hoạch và phương án kinh doanh, - Tìm kiếm và tiếp cận khách hàng mới theo định hướng chiến lược của Công ty, - Tìm hiểu và phân tích mô hình vận hành của các kênh phân phối bán lẻ tại thị trường Trung Quốc, - Phối hợp với các Phòng Ban để thực hiện quy trình nhận đơn hàng, giao hàng và phân phối thực tế, - Làm việc với các đơn vị logistic và chịu trách nhiệm về thủ tục chứng từ xuất - nhập khẩu như tờ khai, invoce, packing list, CO,..., - Thực hiện các công việc khác theo sự phân công từ Giám đốc kênh xuất khẩu Tiếng Trung",,Ha Noi,TopCV,,
tcv391,"- Long An: KCN Xuyên Á, Đường Số 3, Đức Hoà",https://www.topcv.vn/viec-lam/ky-su-dien-tu-dong-hoa-electrical-engineer/1526716.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Kỹ Sư Điện,CÔNG TY TNHH THƯƠNG MẠI-DỊCH VỤ ĐIỆN MẠNH PHƯƠNG,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dich-vu-dien-manh-phuong/198894.html,2024-11-08 0:00,2024-11-08 0:00,500,1,Nhân viên,Điện/Điện tử/Viễn thông,"Điện/Điện tử/Viễn thông, Điện/Tự động hoá, Kỹ sư điện","- Lương tháng 13 và các khoản thưởng khác (Theo quy chế và chính sách của công ty). - Môi trường làm việc chuyên nghiệp và năng động. - BHXH, BHYT, BHTN theo luật lao động.. . . ","- Thực hiện thử nghiệm theo bản phân công công việc hiện hành của phòng thí nghiệm, - Thử nghiệm đèn Led và thiết bị điện, - Vận hành hệ thống quả cầu tích phân, - Vận hành hệ thống quan trắc góc, - Vận hành các thiết bị kiểm tra an toàn điện, - Thực hiện các công tác nghiên cứu sản phẩm kết hợp với phòng R&D., - Thực hiện công việc đột xuất theo sự điều động và sự phân công của Ban Giám Đốc và Trưởng/Phó phòng thí nghiệm.","- Đọc và hiểu các quy định, thông tư và yêu cầu của pháp luật liên quan đến lĩnh vực Điện, tài liệu kỹ thuật chuyên ngành Điện, - Nắm được các quy trình, hướng dẫn, nội quy, tiêu chuẩn liên quan đến PTN. Có kiến thức sử dụng thiết bị phân tích kỹ thuật của PTN, - Hiểu biết về hệ thống quản lý PTN và đánh giá nội bộ theo ISO/IEC 17025 ( Đáp ứng thì tốt , chưa có sẽ được đào tạo theo kế hoạch định kì của PTN ), - Sử dụng thành thạo các phần mềm: Word, excel, powerpoint ,...., - Có khả năng làm việc độc lập.",Long An,TopCV,,
tcv392,#NAME?,https://www.topcv.vn/viec-lam/ky-su-qs-qc-kiem-soat-chat-luong-qs-qc-du-an-cong-truong-xay-dung/1509546.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Kỹ Sư,Công ty Cổ phần Andes E&C Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-andes-ec-viet-nam/74983.html,2024-11-08 0:00,2024-11-08 0:00,560,1,Nhân viên,Sản xuất,"Sản xuất, Quản lý chất lượng, Kiểm soát chất lượng (QC)","- Thu nhập: 10.000.000 - 18.000.000 VNĐ. + Thưởng chuyên cần; sáng kiến, cải tiến; hiệu quả công việc;. + Thưởng các ngày lễ; Thưởng tháng lương 13,14.. + Hỗ trợ cơm, nhà ở và đi lại.. + Hỗ trợ chi phí gửi xe tại nơi làm việc.. + Hỗ trợ các chi phí công tác liên quan đến công việc.. + Chúc mừng đám hỉ; thăm hỏi đám hiếu; thăm hỏi ốm đau nhân viên hoặc bố mẹ, con cái CBNV.. + Các sự kiện tổ chức gắn kết nội bộ: sinh nhật CBNV hàng tháng; CLB nam/CLB nữ; nghỉ mát teambuilding; sinh nhật công ty; khai xuân; lễ chùa đầu năm; 8/3, 20/10, 19/11, tổng kết năm,.... + Các sự kiện gắn kết gia đình: Tết thiếu nhi; trung thu; mừng thọ bố/ mẹ.. + Được tham gia BHXH, BHYT, BHTN. + Được trang bị đầy đủ trang thiết bị để làm việc. + Được làm việc trong môi trường sang trọng và lịch thiệp.. . . . . . . . . . . . . . ","- Kiểm tra và giám sát chất lượng vật liệu đầu vào và quá trình thi công., - Đánh giá, phân tích và báo cáo các vấn đề liên quan đến chất lượng công trình., - Thực hiện hồ sơ pháp lý/ các chứng chỉ chất lượng vật liệu ... theo yêu cầu về Hồ sơ quản lý chất lượng công trình xây dựng do nhà nước ban hành;, - Phối hợp với các bộ phận khác để giải quyết các vấn đề phát sinh liên quan đến chất lượng., - Đề xuất các biện pháp cải tiến quy trình làm việc nhằm nâng cao chất lượng công trình., - Thực hiện và giám sát việc thực hiện các tiêu chuẩn thí nghiệm, nghiệm thu theo chỉ dẫn kỹ thuật và quy định pháp luật về quản lý chất lượng., - Bóc tách khối lượng, lập dự toán theo định mức nhà nước;, - Kiểm tra khối lượng trong hồ sơ mời thầu;, - Chuẩn bị hồ sơ dự thầu (Hồ sơ pháp lý, giá dự thầu, phối hợp với các bộ phận hồ sơ biện pháp thi công, lập tiến độ thi công)","•	Kinh nghiệm 1 năm trở lên ở vị trí trương đương, •	Tốt nghiệp đại học chuyên ngành kinh tế xây dựng hoặc các chuyên ngành khác liên quan, •	Có kinh nghiệm trong lĩnh vực bóc tách khối lượng, lập dự án đầu tư, •	Kỹ năng tin học văn phòng (CAD, Word, Excel cơ bản), •	Sử dụng được phần mềm dự toán (G8, ACITT, F1 hoặc tương tự), •	Kỹ năng giao tiếp hiệu quả để tương tác với các bên liên quan như nhà thầu, nhà cung cấp, kỹ sư thiết kế và chủ đầu tư., •	Kỹ năng lập kế hoạch, tổ chức và điều phối công việc để đảm bảo tiến độ và chất lượng dự án.",Ha Noi,TopCV,,
tcv393,"- Hà Nội: Tầng 2 tòa nhà Hacisco số 15 ngõ 107 Nguyễn Chí Thanh, Láng Hạ, Đống Đa",https://www.topcv.vn/viec-lam/ky-su-thiet-ke-hvac-dieu-hoa-khong-khi-luong-tu-10-25-trieu/1518239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Kỹ Sư Thiết Kế HVAC,CÔNG TY TNHH TƯ VẤN XÂY DỰNG VIETBEST,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tu-van-xay-dung-vietbest/115851.html,2024-11-08 0:00,2024-11-08 0:00,700,2,Nhân viên,Bất động sản/Xây dựng,"Bất động sản/Xây dựng, Điện/Điện tử/Viễn thông, Thiết kế và Kiến trúc, Nhiệt/Gió/Điều hoà (HVAC-R), Kỹ sư HVAC",,,,Ha Noi,TopCV,,
tcv394,"- Hồ Chí Minh: 182 Lê Đại Hành, Phường 15, Quận 11",https://www.topcv.vn/viec-lam/cham-soc-khach-hang-tieng-nhat-n2-thu-viec-full-luong-luong-tu-22-23-2-trieu-thang/1526914.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Chăm Sóc Khách Hàng,CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tu-van-giai-phap-doanh-nghiep-tpc/180989.html,2024-11-08 0:00,2024-11-08 0:00,904,0,Nhân viên,Dịch vụ khách hàng/Vận hành,"Dịch vụ khách hàng/Vận hành, Dịch vụ khách hàng/Chăm sóc khách hàng, Chăm sóc khách hàng",,,,Ho Chi Minh,TopCV,,
tcv395,"- Hà Nội: Tòa nhà 25T2 Nguyễn Thị Thập, Trung Hòa, Cầu Giấy",https://www.topcv.vn/viec-lam/chuyen-vien-kiem-soat-chat-luong-giao-vien-tai-ha-noi-thu-nhap-10-15-trieu/1335985.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Chuyên Viên Kiểm Soát Chất Lượng,Galaxy Education Joint Stock Company,https://www.topcv.vn/cong-ty/galaxy-education-joint-stock-company/69238.html,2024-11-08 0:00,2024-11-08 0:00,500,1,Nhân viên,Giáo dục/Đào tạo,"Giáo dục/Đào tạo, Quản lý giáo dục, Quản lý chất lượng giáo dục",,,,Ha Noi,TopCV,,
tcv396,- Hồ Chí Minh: Quận 12,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-ban-hang-nam-luong-cung-10-12-trieu-tai-quan-12/1524203.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Vấn Bán,CÔNG TY TNHH HỒNG ĐẠT,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hong-dat/186546.html,2024-11-08 0:00,2024-11-08 0:00,440,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Điện/Điện tử/Viễn thông, Sales Kỹ thuật (Sales Engineer), Điện/Điện tử/Viễn thông khác, Bán hàng kỹ thuật Điện/Điện tử/Viễn thông","- Được tham gia đầy đủ các chế độ bảo hiểm theo quy định của nhà nước.. - Được hưởng đầy đủ các chế độ do Bộ Luật Lao Động quy định. - Môi trường làm việc tiến bộ, cộng tác và phát triển.. - Được thưởng các ngày lễ, tết, hiếu hỉ, du lịch, teambuilding,...","- Tìm kiếm khách hàng mới, chăm sóc khách hàng hiện tại., - Lập kế hoạch bán hàng với các sản phẩm của công ty., - Theo dõi, giám sát đơn hàng để đảm bảo tiến độ giao hàng., - Báo cáo, đánh giá định kỳ diễn biến giao dịch với khách hàng tiềm năng., - Tiếp nhận, xử lý, theo dõi quá trình giải quyết khiếu nại của khách hàng.","-, - Tốt nghiệp Đại Học hoặc Cao Đẳng các chuyên ngành liên quan., - Độ tuổi: Từ 25 - dưới 35 tuổi, - Đam mê công việc kinh doanh., - Năng động, cầu tiến và nỗ lực cao trong công việc., - Có khả năng giao tiếp tốt., - Thành thạo vi tính văn phòng, khả năng làm việc theo nhóm., - Có Kinh nghiệm là một lợi thế.",Ho Chi Minh,TopCV,,
tcv397,"- Hồ Chí Minh: 75 Đường số 1, Khu nhà ở Hiệp ân, Phường 5, Quận 8",https://www.topcv.vn/viec-lam/bien-tap-vien-tieng-thai/1516589.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Biên Tập Viên,CÔNG TY CỔ PHẦN POCKET CINE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-pocket-cine/179399.html,2024-11-08 0:00,2024-11-08 0:00,0,0,Nhân viên,Tư vấn chuyên môn/Luật/Biên phiên dịch,"Tư vấn chuyên môn/Luật/Biên phiên dịch, Biên phiên dịch, Biên phiên dịch các ngôn ngữ khác",,Thời gian làm việc:,,Ho Chi Minh,TopCV,,
tcv398,"- Hà Nội: 211 Phố Vọng, Đồng Tâm, Hai Bà Trưng",https://www.topcv.vn/viec-lam/nhan-vien-livestream-xoay-ca-linh-hoat-thu-nhap-20-trieu/1526337.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Nhân Viên Livestream,CÔNG TY TNHH THƯƠNG MẠI HAZALY,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-hazaly/161091.html,2024-11-08 0:00,2024-11-08 0:00,560,1,Nhân viên,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Digital Marketing, Host Livestream/Streamer",#NAME?,"- Live tiktok theo hướng dẫn trên kênh bs bán sản phẩm Mẹ và bé, - Set up bối cảnh, sản phẩm trong phiên live, - Xây dựng kế hoạch sáng tạo nội dung kênh theo tuần/ tháng, - Cập nhật, phân tích, đánh giá và giải pháp sau từng phiên live.","- ⁠Nhân viên nữ, có thể tuyển cả sinh viên, - Có thể làm theo ca sáng/ ca chiều không cần làm cả ngày (4h/ ca), - ⁠Yêu cầu: Ăn nói hoạt bát, đã từng có kinh nghiệm live là 1 lợi thế hoặc có khả năng nói, không bị nói tiếng địa phương/ nói ngọng, - Ngoại hình ưa nhìn.",Ha Noi,TopCV,,
tcv399,#NAME?,https://www.topcv.vn/viec-lam/chi-huy-truong-cong-trinh-xay-dung-thu-nhap-20-25-trieu-tai-tp-hai-duong/1518699.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Chỉ Huy Trưởng Công Trình,CÔNG TY CỔ PHẦN XÂY DỰNG TRƯỜNG THÀNH,https://www.topcv.vn/cong-ty/cong-ty-co-phan-xay-dung-truong-thanh/170707.html,2024-11-08 0:00,2024-11-08 0:00,900,5,Nhân viên,Bất động sản/Xây dựng,"Bất động sản/Xây dựng, Quản lý dự án xây dựng, Quản lý dự án thi công xây dựng","• Được tham gia đầy đủ các chế độ bảo hiểm theo quy định của pháp luật.. • Được hưởng các chế độ phúc lợi khác của công ty.. • Môi trường làm việc chuyên nghiệp, năng động, cơ hội thăng tiến cao.","• Lập kế hoạch, tổ chức, điều hành, quản lý và giám sát toàn bộ hoạt động thi công xây dựng công trình dân dụng theo đúng thiết kế, tiêu chuẩn kỹ thuật, tiến độ và chi phí đã được phê duyệt., • Bám sát công trường, phân công nhiệm vụ, chỉ đạo, hướng dẫn, giám sát công việc cho các đội thi công,các cán bộ kỹ thuật hiện trường, các bộ phận liên quan trong quá trình thi công., • Kiểm tra, giám sát chất lượng thi công, đảm bảo công trình được thi công đúng kỹ thuật, đạt tiêu chuẩn chất lượng, an toàn lao động đảm bảo theo yêu cầu của Chủ đầu tư., • Kiểm soát tiến độ thi công, đảm bảo công trình được hoàn thành đúng tiến độ đã đề ra., • Xử lý các vấn đề phát sinh trong quá trình thi công, đảm bảo công trình được thi công an toàn, hiệu quả., • Báo cáo tình hình thi công, các vấn đề phát sinh cho Ban lãnh đạo công ty.","• Tốt nghiệp Đại học chuyên ngành Xây dựng dân dụng công nghiệp/kỹ thuật xây hệ chính quy. Tốt nghiệp đại học > 10 năm, >=7 năm kinh nghiệm làm việc liên quan, • Có kiến thức chuyên môn về quản lý xây dựng, quản lý công trình, kỹ thuật thi công xây dựng dân dụng., • Có chứng chi hành nghề giám sát thi công xây dựng công trình dân dụng hạng II trở lên còn hiệu lực., • Đã trực tiếp đảm nhiệm vị tri Chỉ huy trưởng công trình ít nhất 01 công trình dân dụng cấp II, ưu tiên người có kinh nghiệm làm qua những công trình của các tập đoàn lớn như Ecopark,vincom, • Có chứng nhận huấn luyện an toàn vệ sinh lao động còn hiệu lực., - Ưu tiên ứng viên người gốc Hải Dương muốn làm việc lâu dài tại Thành phố Hải Dương gắn bó lâu dài với công ty (Dự án Ecopark và các dự án thi công dân dụng...)",Hai Duong,TopCV,,
tcv400,"- Hà Nội: Tòa 319 Bộ Quốc Phòng, 63 Lê Văn Lương, Cầu Giấy, HN, Cầu Giấy",https://www.topcv.vn/viec-lam/ky-su-trien-khai-du-an-mang-bao-mat-postsale-network-security/1399792.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yODHzYBQpaRDv7DXdHVeS7lrNM7D1LVDMG6ogG3m_1731073434,Kỹ Sư,Công ty Cổ phần Hệ thống Công nghệ ETC,https://www.topcv.vn/cong-ty/cong-ty-co-phan-he-thong-cong-nghe-etc/200939.html,2024-11-08 0:00,2024-11-08 0:00,1300,5,Nhân viên,Công nghệ Thông tin,"Công nghệ Thông tin, IT Infrastructure and Operations, Network Engineer, Việc làm IT",,,,"Ha Noi, Ho Chi Minh",TopCV,,
